Energy	ln(density of states)
-480	2819.727418	58.448160
-476	2819.833620	58.354235
-472	2819.951936	58.408931
-468	2820.059541	58.340864
-464	2820.167345	58.441639
-460	2820.278871	58.537612
-456	2820.375291	58.605710
-452	2820.490129	58.522992
-448	2820.589738	58.426160
-444	2820.703691	58.322911
-440	2820.806398	58.199866
-436	2820.917207	57.959202
-432	2821.025865	57.908059
-428	2821.127534	57.851853
-424	2821.227800	57.985752
-420	2821.336214	57.748401
-416	2821.429430	57.771517
-412	2821.531892	57.743517
-408	2821.626649	57.709759
-404	2821.724107	57.463284
-400	2821.817476	57.629038
-396	2821.908433	57.252005
-392	2822.002244	57.167544
-388	2822.081407	57.096120
-384	2822.175752	56.879665
-380	2822.269517	56.773909
-376	2822.349824	56.605777
-372	2822.436723	56.759525
-368	2822.521532	56.502303
-364	2822.602678	56.526123
-360	2822.685915	56.387464
-356	2822.765916	56.467990
-352	2822.856386	56.508863
-348	2822.930589	56.337217
-344	2823.009431	56.258742
-340	2823.091905	56.188226
-336	2823.172731	56.225305
-332	2823.250810	56.119013
-328	2823.334566	56.016335
-324	2823.408723	55.964393
-320	2823.485689	56.032589
-316	2823.552476	56.159560
-312	2823.632677	56.115304
-308	2823.696168	55.923296
-304	2823.765703	55.997147
-300	2823.839357	56.036922
-296	2823.913972	55.829075
-292	2823.981737	55.667027
-288	2824.050188	55.622120
-284	2824.116777	55.349983
-280	2824.182924	55.164565
-276	2824.236299	54.973540
-272	2824.295793	54.769894
-268	2824.350847	54.783975
-264	2824.410585	54.606067
-260	2824.463930	54.567135
-256	2824.520936	54.449393
-252	2824.586397	54.268116
-248	2824.643877	54.396793
-244	2824.695879	54.079500
-240	2824.746873	54.096696
-236	2824.801897	54.232381
-232	2824.855424	54.016651
-228	2824.912645	54.006414
-224	2824.963518	53.949014
-220	2825.018037	54.009239
-216	2825.064897	54.066028
-212	2825.110750	53.883703
-208	2825.163209	53.796221
-204	2825.202562	53.615263
-200	2825.244432	53.733196
-196	2825.289430	53.715667
-192	2825.340166	53.549289
-188	2825.379228	53.577992
-184	2825.426469	53.412947
-180	2825.470720	53.190704
-176	2825.509340	53.235060
-172	2825.551881	53.102380
-168	2825.591768	53.047429
-164	2825.633394	52.963821
-160	2825.661668	52.931844
-156	2825.690736	52.801100
-152	2825.731508	52.758954
-148	2825.759431	53.079564
-144	2825.791948	52.838846
-140	2825.831697	52.985167
-136	2825.853151	52.830314
-132	2825.891359	52.728480
-128	2825.925691	52.661086
-124	2825.954042	52.504200
-120	2825.981477	52.368594
-116	2826.005891	52.290806
-112	2826.035692	52.168661
-108	2826.063982	52.071858
-104	2826.086809	52.018106
-100	2826.102739	51.802698
-96	2826.131425	52.043273
-92	2826.141481	51.908435
-88	2826.165636	51.725135
-84	2826.175447	51.912174
-80	2826.194124	51.899751
-76	2826.208192	51.916753
-72	2826.228883	51.813176
-68	2826.233690	51.811259
-64	2826.247957	51.636651
-60	2826.259080	51.652592
-56	2826.274766	51.660277
-52	2826.286027	51.579496
-48	2826.289430	51.713243
-44	2826.298891	51.636105
-40	2826.299913	51.467070
-36	2826.300905	51.358457
-32	2826.306764	51.415366
-28	2826.306703	51.288100
-24	2826.301439	51.239012
-20	2826.299181	51.401488
-16	2826.298509	51.348889
-12	2826.306642	51.192917
-8	2826.301515	51.261848
-4	2826.304140	51.129093
0	2826.295915	51.041438
4	2826.292894	50.951694
8	2826.286073	50.945349
12	2826.266252	50.943539
16	2826.256303	50.929178
20	2826.246644	50.919720
24	2826.241533	50.890446
28	2826.236024	50.634027
32	2826.224107	50.671184
36	2826.216783	50.475519
40	2826.200014	50.400290
44	2826.188249	50.298657
48	2826.172761	50.283863
52	2826.155687	50.343954
56	2826.143709	50.276996
60	2826.122209	50.246850
64	2826.103929	50.161008
68	2826.082109	50.248485
72	2826.070177	50.150755
76	2826.049943	50.204238
80	2826.020906	50.184780
84	2825.997316	50.117289
88	2825.973817	50.014993
92	2825.938722	49.940056
96	2825.912675	50.062751
100	2825.885835	50.091509
104	2825.860429	50.119937
108	2825.828493	49.988621
112	2825.799959	49.870036
116	2825.761018	49.695750
120	2825.733171	49.516986
124	2825.696596	49.411728
128	2825.654497	49.212232
132	2825.631395	49.452705
136	2825.595888	49.524228
140	2825.560213	49.507726
144	2825.519899	49.593468
148	2825.482820	49.451364
152	2825.446428	49.534336
156	2825.408296	49.378169
160	2825.370912	49.464766
164	2825.329027	49.405992
168	2825.287324	49.190466
172	2825.236024	49.189221
176	2825.180681	49.192973
180	2825.138322	49.224647
184	2825.084108	49.328247
188	2825.036821	49.225180
192	2824.985673	49.182263
196	2824.943391	49.117250
200	2824.892045	49.032648
204	2824.838731	49.092588
208	2824.780138	48.988561
212	2824.722215	48.920129
216	2824.667573	48.968689
220	2824.610963	48.768471
224	2824.552888	48.619856
228	2824.493333	48.591409
232	2824.433855	48.598569
236	2824.377962	48.309094
240	2824.316514	48.252029
244	2824.257082	48.180030
248	2824.193422	48.061517
252	2824.130647	48.004001
256	2824.060319	47.992307
260	2824.000429	47.978220
264	2823.928697	47.721135
268	2823.859910	47.659664
272	2823.791322	47.530132
276	2823.716463	47.563958
280	2823.647615	47.716898
284	2823.576219	47.660770
288	2823.500993	47.652874
292	2823.425294	47.502758
296	2823.352113	47.228542
300	2823.268068	47.218742
304	2823.192201	47.016635
308	2823.119661	46.931116
312	2823.032625	46.945530
316	2822.954454	46.868321
320	2822.876787	46.958477
324	2822.789674	46.898583
328	2822.712160	46.907297
332	2822.629549	47.128912
336	2822.547105	46.857853
340	2822.467378	46.774598
344	2822.382112	46.560314
348	2822.300203	46.602801
352	2822.206941	46.530543
356	2822.113756	46.430883
360	2822.019426	46.528202
364	2821.921800	46.390100
368	2821.832887	46.297165
372	2821.740190	46.404531
376	2821.651308	46.433365
380	2821.554674	46.409097
384	2821.459337	46.494831
388	2821.359468	46.442357
392	2821.263841	46.346582
396	2821.158800	46.227443
400	2821.053056	46.188683
404	2820.957231	46.340677
408	2820.850206	46.241066
412	2820.747346	46.253864
416	2820.650972	46.195033
420	2820.527727	46.170809
424	2820.426271	46.167189
428	2820.319002	46.153027
432	2820.210771	46.020085
436	2820.099504	46.187289
440	2819.990709	46.250737
444	2819.882707	46.102327
448	2819.767229	46.017558
452	2819.650484	45.948927
456	2819.541399	45.957559
460	2819.421541	46.019502
464	2819.311311	45.861270
468	2819.194627	45.765979
472	2819.074556	45.749123
476	2818.951845	45.699902
480	2818.825731	45.612371
484	2818.714174	45.539441
488	2818.584199	45.617452
492	2818.460908	45.417733
496	2818.331666	45.487426
500	2818.206331	45.416422
504	2818.078935	45.434312
508	2817.949449	45.479000
512	2817.828310	45.352804
516	2817.705064	45.408423
520	2817.574342	45.336374
524	2817.446641	45.073335
528	2817.317323	45.154688
532	2817.186769	45.113529
536	2817.059328	45.096786
540	2816.914110	45.105169
544	2816.779741	44.946942
548	2816.641756	44.883674
552	2816.501375	45.008049
556	2816.356157	45.016379
560	2816.214052	45.034982
564	2816.069078	45.071674
568	2815.937791	44.961077
572	2815.784517	44.998519
576	2815.647050	44.974489
580	2815.502962	45.054567
584	2815.358659	44.942778
588	2815.211641	44.934264
592	2815.062852	44.745188
596	2814.914155	44.655017
600	2814.766130	44.748540
604	2814.619691	44.578216
608	2814.468812	44.575519
612	2814.316240	44.398793
616	2814.167573	44.570473
620	2814.015306	44.446553
624	2813.855531	44.566754
628	2813.703966	44.474981
632	2813.546297	44.580845
636	2813.383073	44.482948
640	2813.223970	44.598092
644	2813.067079	44.681017
648	2812.906114	44.694342
652	2812.749284	44.637983
656	2812.580659	44.735435
660	2812.414461	44.730040
664	2812.255128	44.713971
668	2812.091157	44.638805
672	2811.920991	44.654713
676	2811.748094	44.593790
680	2811.593400	44.569140
684	2811.424516	44.539087
688	2811.257921	44.322014
692	2811.082963	44.314359
696	2810.919572	44.065247
700	2810.750917	43.869165
704	2810.573732	43.798077
708	2810.404314	43.705627
712	2810.227632	43.672433
716	2810.048494	43.486515
720	2809.874422	43.525499
724	2809.699861	43.509809
728	2809.520921	43.417984
732	2809.339571	43.441772
736	2809.148286	43.522968
740	2808.968538	43.480112
744	2808.781358	43.310132
748	2808.593248	43.225950
752	2808.411729	43.186712
756	2808.216814	43.206091
760	2808.036027	43.164624
764	2807.846712	43.158115
768	2807.660875	43.041803
772	2807.459169	42.921196
776	2807.265871	42.789213
780	2807.086153	42.844029
784	2806.901811	42.782682
788	2806.697069	42.703149
792	2806.501054	42.576541
796	2806.313280	42.519628
800	2806.109560	42.509673
804	2805.914873	42.311622
808	2805.713136	42.340230
812	2805.520967	42.377366
816	2805.322938	42.330963
820	2805.123994	42.430879
824	2804.924287	42.545474
828	2804.724275	42.509024
832	2804.525392	42.553733
836	2804.324266	42.564619
840	2804.115144	42.595867
844	2803.905183	42.627541
848	2803.697359	42.560984
852	2803.480119	42.358481
856	2803.268083	42.337080
860	2803.053194	42.356531
864	2802.844133	42.451825
868	2802.627473	42.498634
872	2802.418092	42.409908
876	2802.199113	42.468453
880	2801.984132	42.393504
884	2801.772432	42.160207
888	2801.558168	42.272103
892	2801.339998	42.152041
896	2801.115617	42.257215
900	2800.898988	42.033352
904	2800.679780	42.089987
908	2800.464052	42.039017
912	2800.250047	42.072815
916	2800.016832	42.164814
920	2799.791215	42.017447
924	2799.577165	41.942418
928	2799.355821	41.899393
932	2799.120515	41.832752
936	2798.891038	41.923215
940	2798.666337	42.085540
944	2798.424699	41.853526
948	2798.198061	41.833465
952	2797.961671	41.730586
956	2797.739427	41.756608
960	2797.510789	41.777322
964	2797.269685	41.760212
968	2797.042604	41.921269
972	2796.796403	41.967659
976	2796.561296	41.823808
980	2796.318864	41.731992
984	2796.081895	41.752269
988	2795.843324	41.841784
992	2795.608049	41.737971
996	2795.359590	41.760512
1000	2795.112184	41.714413
1004	2794.869936	41.853275
1008	2794.626100	41.764951
1012	2794.375825	41.685829
1016	2794.138719	41.476632
1020	2793.891725	41.427763
1024	2793.645433	41.386606
1028	2793.402864	41.332059
1032	2793.152742	41.228703
1036	2792.905900	41.208880
1040	2792.653429	41.042937
1044	2792.400438	40.917385
1048	2792.148164	40.857779
1052	2791.899568	40.852850
1056	2791.638917	40.784911
1060	2791.388734	40.700138
1064	2791.136140	40.753158
1068	2790.879350	40.641812
1072	2790.612871	40.713914
1076	2790.355669	40.467761
1080	2790.096635	40.665453
1084	2789.826707	40.706150
1088	2789.562089	40.648366
1092	2789.300493	40.641017
1096	2789.043657	40.514495
1100	2788.777116	40.610555
1104	2788.508958	40.662150
1108	2788.243394	40.763330
1112	2787.982286	40.732993
1116	2787.706880	40.771359
1120	2787.432252	40.608639
1124	2787.161027	40.502699
1128	2786.889360	40.608553
1132	2786.619401	40.602934
1136	2786.346666	40.548332
1140	2786.069292	40.534253
1144	2785.787660	40.598369
1148	2785.512895	40.290668
1152	2785.240205	40.395880
1156	2784.966737	40.422400
1160	2784.690370	40.359860
1164	2784.412477	40.384297
1168	2784.125764	40.393361
1172	2783.844408	40.369195
1176	2783.560319	40.331722
1180	2783.279924	40.352084
1184	2783.001634	40.538880
1188	2782.719636	40.494859
1192	2782.430925	40.499494
1196	2782.147127	40.511892
1200	2781.851564	40.391951
1204	2781.571062	40.322539
1208	2781.283754	40.242378
1212	2780.989763	40.211430
1216	2780.702837	40.230440
1220	2780.406206	40.098303
1224	2780.105180	40.039859
1228	2779.808931	40.038961
1232	2779.512239	40.023686
1236	2779.210741	40.001820
1240	2778.925279	39.886867
1244	2778.626863	40.001595
1248	2778.331361	39.961310
1252	2778.029603	39.865666
1256	2777.733339	39.896334
1260	2777.435441	40.046175
1264	2777.126665	39.815451
1268	2776.831438	39.799300
1272	2776.527132	39.840462
1276	2776.220247	39.662637
1280	2775.919008	39.620461
1284	2775.595247	39.718219
1288	2775.295625	39.560828
1292	2774.985231	39.556744
1296	2774.670381	39.542009
1300	2774.368440	39.598277
1304	2774.062776	39.569813
1308	2773.750215	39.538407
1312	2773.439043	39.580713
1316	2773.121706	39.482153
1320	2772.815004	39.621160
1324	2772.494722	39.476267
1328	2772.177782	39.396719
1332	2771.873155	39.416309
1336	2771.559572	39.404104
1340	2771.244417	39.329380
1344	2770.924272	39.211241
1348	2770.615724	39.452360
1352	2770.296785	39.321151
1356	2769.983522	39.416117
1360	2769.654665	39.415163
1364	2769.327837	39.447475
1368	2769.006547	39.354501
1372	2768.676012	39.238602
1376	2768.350175	39.316214
1380	2768.024217	39.211620
1384	2767.702058	39.200342
1388	2767.372468	39.208394
1392	2767.049074	39.154143
1396	2766.717607	39.183110
1400	2766.392976	39.078599
1404	2766.064638	39.138410
1408	2765.736757	39.078875
1412	2765.396059	38.893818
1416	2765.058015	38.733896
1420	2764.729234	38.656136
1424	2764.398347	38.646975
1428	2764.053316	38.483877
1432	2763.714021	38.703406
1436	2763.389589	38.493273
1440	2763.052248	38.532079
1444	2762.710298	38.587416
1448	2762.362443	38.605259
1452	2762.014726	38.733047
1456	2761.681978	38.744025
1460	2761.337663	38.785098
1464	2760.998964	38.712119
1468	2760.652284	38.617725
1472	2760.311159	38.730084
1476	2759.970781	38.523901
1480	2759.623933	38.517656
1484	2759.270952	38.442523
1488	2758.917772	38.336266
1492	2758.562471	38.375883
1496	2758.209642	38.327712
1500	2757.853883	38.190697
1504	2757.506242	38.020784
1508	2757.156633	38.121773
1512	2756.803773	38.065971
1516	2756.449174	37.930704
1520	2756.104234	38.082355
1524	2755.753908	38.106865
1528	2755.410539	38.024884
1532	2755.047105	37.945173
1536	2754.689943	37.830678
1540	2754.329256	37.788242
1544	2753.975801	37.696883
1548	2753.603715	37.692420
1552	2753.248186	37.490299
1556	2752.876100	37.496932
1560	2752.517366	37.543697
1564	2752.149370	37.506864
1568	2751.779405	37.517774
1572	2751.407259	37.350703
1576	2751.047761	37.442827
1580	2750.679994	37.500314
1584	2750.301393	37.600028
1588	2749.942750	37.538783
1592	2749.571474	37.555896
1596	2749.192842	37.544458
1600	2748.817140	37.747035
1604	2748.443040	37.605223
1608	2748.072877	37.743987
1612	2747.694688	37.574066
1616	2747.321046	37.633593
1620	2746.939409	37.683598
1624	2746.565752	37.704271
1628	2746.188020	37.689219
1632	2745.808931	37.553433
1636	2745.423875	37.676693
1640	2745.048646	37.540719
1644	2744.664384	37.613858
1648	2744.279359	37.587338
1652	2743.896348	37.668732
1656	2743.519899	37.590882
1660	2743.135637	37.601699
1664	2742.746019	37.551662
1668	2742.359376	37.477919
1672	2741.974214	37.369537
1676	2741.581758	37.240918
1680	2741.191911	37.246764
1684	2740.807878	37.121465
1688	2740.417329	37.087329
1692	2740.023546	37.019746
1696	2739.628984	36.928966
1700	2739.233308	36.965178
1704	2738.840547	36.765694
1708	2738.445436	36.919293
1712	2738.058946	36.743172
1716	2737.666215	36.905054
1720	2737.271684	36.728390
1724	2736.875627	36.722541
1728	2736.480424	36.565536
1732	2736.077486	36.572119
1736	2735.686937	36.338881
1740	2735.277727	36.364414
1744	2734.880388	36.479545
1748	2734.473070	36.467883
1752	2734.067995	36.429852
1756	2733.667528	36.531270
1760	2733.263460	36.370176
1764	2732.853487	36.490851
1768	2732.446702	36.417183
1772	2732.038820	36.358274
1776	2731.639955	36.405969
1780	2731.223772	36.452371
1784	2730.814195	36.627925
1788	2730.404451	36.577355
1792	2729.997941	36.551673
1796	2729.588426	36.618731
1800	2729.175737	36.503030
1804	2728.770601	36.697588
1808	2728.358842	36.602365
1812	2727.937257	36.740498
1816	2727.518739	36.789854
1820	2727.109804	36.794765
1824	2726.694292	36.697543
1828	2726.269197	36.730874
1832	2725.860261	36.665872
1836	2725.439714	36.788033
1840	2725.019472	36.700480
1844	2724.614458	36.726196
1848	2724.184953	36.720131
1852	2723.768632	36.611974
1856	2723.338304	36.673667
1860	2722.916582	36.576928
1864	2722.493745	36.687492
1868	2722.073061	36.629401
1872	2721.640214	36.649244
1876	2721.212923	36.607369
1880	2720.781709	36.515435
1884	2720.364442	36.511788
1888	2719.937013	36.214792
1892	2719.506608	36.200500
1896	2719.067552	36.230758
1900	2718.651384	36.192743
1904	2718.219377	36.300308
1908	2717.778261	36.266600
1912	2717.348848	36.192006
1916	2716.914217	36.217075
1920	2716.475053	36.380867
1924	2716.044435	36.311214
1928	2715.605943	36.397448
1932	2715.169755	36.456948
1936	2714.736635	36.343715
1940	2714.290407	36.415143
1944	2713.858079	36.301046
1948	2713.421815	36.232388
1952	2712.991350	36.251584
1956	2712.539857	36.159440
1960	2712.095369	36.151845
1964	2711.654726	36.158732
1968	2711.210695	36.181971
1972	2710.779970	36.353203
1976	2710.324968	36.385032
1980	2709.880052	36.448577
1984	2709.429918	36.389759
1988	2708.977525	36.463801
1992	2708.535280	36.329109
1996	2708.083070	36.160994
2000	2707.631074	36.139685
2004	2707.184221	36.192603
2008	2706.726503	36.265358
2012	2706.276979	36.080683
2016	2705.828157	36.018106
2020	2705.368898	35.895566
2024	2704.901979	35.879653
2028	2704.448762	35.947414
2032	2703.984468	35.758711
2036	2703.521760	35.864959
2040	2703.058031	35.572616
2044	2702.603578	35.628074
2048	2702.146944	35.658268
2052	2701.694932	35.522125
2056	2701.233049	35.702636
2060	2700.774202	35.628093
2064	2700.302492	35.525180
2068	2699.848360	35.495471
2072	2699.396562	35.342559
2076	2698.935014	35.370020
2080	2698.476701	35.410033
2084	2698.017335	35.366698
2088	2697.549577	35.238060
2092	2697.093980	35.207529
2096	2696.633531	35.277382
2100	2696.166551	35.362596
2104	2695.696336	35.226758
2108	2695.226732	35.287722
2112	2694.765321	35.109533
2116	2694.294984	35.000637
2120	2693.814851	34.987000
2124	2693.338914	35.201504
2128	2692.875062	35.176384
2132	2692.397218	35.074217
2136	2691.923006	35.157798
2140	2691.448122	35.089815
2144	2690.968492	34.967851
2148	2690.496583	34.968062
2152	2690.017274	34.996598
2156	2689.541429	35.062399
2160	2689.062044	35.041632
2164	2688.588686	35.223489
2168	2688.110292	35.257378
2172	2687.631944	35.237803
2176	2687.156862	35.284707
2180	2686.677125	35.275176
2184	2686.205781	35.303967
2188	2685.719224	35.060505
2192	2685.238130	35.062435
2196	2684.746904	35.052655
2200	2684.269701	35.102826
2204	2683.776430	35.006407
2208	2683.288011	35.166551
2212	2682.799669	35.119899
2216	2682.310258	35.058290
2220	2681.821657	35.108980
2224	2681.332735	35.129757
2228	2680.849535	35.051429
2232	2680.342577	34.991365
2236	2679.854448	35.033099
2240	2679.364641	35.025565
2244	2678.882600	35.005898
2248	2678.396257	34.844430
2252	2677.904802	34.905852
2256	2677.409822	34.694208
2260	2676.924592	34.617920
2264	2676.426164	34.817006
2268	2675.929780	34.875403
2272	2675.436296	34.851045
2276	2674.935426	34.952520
2280	2674.442781	34.857240
2284	2673.941514	34.878238
2288	2673.451356	34.856948
2292	2672.955995	34.718006
2296	2672.449876	34.699875
2300	2671.954515	34.644589
2304	2671.461549	34.599687
2308	2670.958345	34.581973
2312	2670.455415	34.596373
2316	2669.959749	34.625126
2320	2669.457994	34.433325
2324	2668.950365	34.510374
2328	2668.450807	34.682961
2332	2667.951143	34.462466
2336	2667.433931	34.572654
2340	2666.940370	34.465876
2344	2666.433137	34.556484
2348	2665.931230	34.705304
2352	2665.431901	34.708010
2356	2664.925157	34.649796
2360	2664.411882	34.570995
2364	2663.894090	34.795751
2368	2663.388429	34.712130
2372	2662.873476	34.726410
2376	2662.366502	34.708570
2380	2661.845781	34.847222
2384	2661.325029	34.752158
2388	2660.812135	34.715888
2392	2660.305162	34.659248
2396	2659.783769	34.778201
2400	2659.270586	34.854440
2404	2658.755449	34.665136
2408	2658.236101	34.630002
2412	2657.711565	34.530560
2416	2657.190294	34.502882
2420	2656.676134	34.617552
2424	2656.165697	34.438243
2428	2655.646806	34.448193
2432	2655.125627	34.289254
2436	2654.605852	34.344007
2440	2654.083269	34.462522
2444	2653.565294	34.515937
2448	2653.044588	34.406701
2452	2652.516817	34.363842
2456	2651.995775	34.240815
2460	2651.484010	34.233378
2464	2650.952684	34.311737
2468	2650.421998	34.216967
2472	2649.894121	34.251983
2476	2649.366243	34.056953
2480	2648.830690	33.966522
2484	2648.319948	34.054415
2488	2647.774675	33.971107
2492	2647.245744	34.014505
2496	2646.715608	33.954656
2500	2646.180040	33.716980
2504	2645.643281	33.730803
2508	2645.110063	33.650182
2512	2644.576814	33.530368
2516	2644.035585	33.698808
2520	2643.503374	33.734829
2524	2642.971605	33.902141
2528	2642.437181	33.757941
2532	2641.897661	33.785652
2536	2641.368944	33.858133
2540	2640.836519	33.808234
2544	2640.295030	33.813553
2548	2639.763826	33.609850
2552	2639.228578	33.366739
2556	2638.682069	33.316848
2560	2638.147966	33.120881
2564	2637.610170	33.108991
2568	2637.075914	33.201123
2572	2636.542604	33.068660
2576	2635.990068	32.974526
2580	2635.445192	32.986057
2584	2634.898805	32.901540
2588	2634.351488	32.937518
2592	2633.805009	32.804161
2596	2633.265214	32.752172
2600	2632.716966	32.840095
2604	2632.162660	32.899402
2608	2631.613405	32.986023
2612	2631.079607	33.044880
2616	2630.523118	33.171114
2620	2629.973100	33.115966
2624	2629.421739	32.971827
2628	2628.879045	33.245974
2632	2628.330385	33.218737
2636	2627.783067	33.302890
2640	2627.232118	33.287360
2644	2626.675066	33.106135
2648	2626.117067	33.164593
2652	2625.568590	33.067237
2656	2625.006212	33.136354
2660	2624.447694	32.984851
2664	2623.898363	33.089765
2668	2623.344377	33.103807
2672	2622.799608	33.019343
2676	2622.241029	33.017322
2680	2621.682802	32.944489
2684	2621.123262	32.868265
2688	2620.567811	32.840882
2692	2620.010759	32.994100
2696	2619.450716	32.947306
2700	2618.889650	33.066179
2704	2618.322420	33.147646
2708	2617.774705	33.211096
2712	2617.221529	33.304886
2716	2616.655702	33.340459
2720	2616.103593	33.333221
2724	2615.534395	33.323143
2728	2614.976121	33.280587
2732	2614.406282	33.223994
2736	2613.837022	33.099162
2740	2613.270174	33.242109
2744	2612.704729	33.257104
2748	2612.133150	33.370424
2752	2611.564531	33.337812
2756	2610.993501	33.147827
2760	2610.424654	33.061622
2764	2609.865129	33.058067
2768	2609.297639	32.957247
2772	2608.732179	32.986762
2776	2608.161973	32.820305
2780	2607.596498	33.129483
2784	2607.039598	32.908886
2788	2606.468370	32.863668
2792	2605.901292	32.877812
2796	2605.324449	33.016370
2800	2604.759752	32.986749
2804	2604.184434	32.955039
2808	2603.619813	33.009021
2812	2603.044099	33.010488
2816	2602.476411	33.048635
2820	2601.911943	33.108628
2824	2601.334947	33.083208
2828	2600.758836	33.191699
2832	2600.190446	33.140270
2836	2599.610002	33.292954
2840	2599.039155	33.214192
2844	2598.459245	33.283453
2848	2597.896669	33.295444
2852	2597.317125	33.457018
2856	2596.726884	33.502178
2860	2596.161836	33.316118
2864	2595.579027	33.439942
2868	2594.990282	33.394621
2872	2594.416719	33.335849
2876	2593.833711	33.453648
2880	2593.264345	33.456590
2884	2592.679979	33.410862
2888	2592.101488	33.268811
2892	2591.522661	33.313448
2896	2590.954561	33.133533
2900	2590.371629	33.025368
2904	2589.795228	33.080092
2908	2589.201723	33.041208
2912	2588.622362	32.949766
2916	2588.040071	32.910606
2920	2587.445817	32.807233
2924	2586.857927	32.755353
2928	2586.281755	32.730590
2932	2585.690126	32.715208
2936	2585.104799	32.649890
2940	2584.527254	32.476293
2944	2583.931383	32.480516
2948	2583.346254	32.484970
2952	2582.753694	32.541229
2956	2582.170167	32.469561
2960	2581.583620	32.524401
2964	2580.990877	32.567589
2968	2580.406557	32.568259
2972	2579.818544	32.657950
2976	2579.231035	32.645388
2980	2578.638719	32.679780
2984	2578.044923	32.668399
2988	2577.442384	32.674003
2992	2576.854478	32.699643
2996	2576.252687	32.803446
3000	2575.652132	32.798861
3004	2575.058000	32.801763
3008	2574.452577	32.806535
3012	2573.854448	32.769263
3016	2573.262224	32.858661
3020	2572.669801	32.779869
3024	2572.075853	32.699601
3028	2571.478258	32.684569
3032	2570.879289	32.635657
3036	2570.284181	32.748242
3040	2569.682756	32.588131
3044	2569.084337	32.664336
3048	2568.485139	32.705793
3052	2567.885026	32.702041
3056	2567.289644	32.743590
3060	2566.693696	32.663637
3064	2566.096300	32.712607
3068	2565.505205	32.411477
3072	2564.914415	32.498560
3076	2564.320955	32.569258
3080	2563.719865	32.447121
3084	2563.119844	32.470348
3088	2562.514863	32.419365
3092	2561.919832	32.462277
3096	2561.321077	32.408637
3100	2560.722047	32.529034
3104	2560.117296	32.519986
3108	2559.525774	32.463350
3112	2558.922807	32.559141
3116	2558.314470	32.549415
3120	2557.717592	32.455560
3124	2557.106370	32.459035
3128	2556.497056	32.301983
3132	2555.898012	32.356144
3136	2555.296525	32.252210
3140	2554.707872	32.324256
3144	2554.092973	32.349138
3148	2553.498552	32.333437
3152	2552.883653	32.288114
3156	2552.273530	32.208766
3160	2551.665941	32.134421
3164	2551.054033	32.019798
3168	2550.441148	32.043820
3172	2549.827318	32.102824
3176	2549.222200	32.144854
3180	2548.615526	32.099612
3184	2548.003206	32.272233
3188	2547.390871	32.237251
3192	2546.772951	32.292034
3196	2546.174638	32.265833
3200	2545.564546	32.380390
3204	2544.949861	32.263001
3208	2544.340623	32.252384
3212	2543.727113	32.434616
3216	2543.111864	32.160100
3220	2542.503038	32.238765
3224	2541.890947	32.323516
3228	2541.285066	32.269591
3232	2540.676118	32.169580
3236	2540.069276	32.415418
3240	2539.444734	32.282128
3244	2538.825716	31.989713
3248	2538.213518	32.064049
3252	2537.599641	32.145994
3256	2536.995317	32.147817
3260	2536.366823	32.339604
3264	2535.739870	32.393122
3268	2535.130388	32.391576
3272	2534.504701	32.464069
3276	2533.889070	32.312658
3280	2533.270936	32.326729
3284	2532.646944	32.349005
3288	2532.032335	32.148230
3292	2531.406862	32.204464
3296	2530.796739	32.132341
3300	2530.175111	32.111123
3304	2529.556062	32.095185
3308	2528.930513	31.997356
3312	2528.318300	32.148111
3316	2527.712373	32.103811
3320	2527.085313	32.041963
3324	2526.465074	31.862644
3328	2525.846788	31.906328
3332	2525.223268	31.772614
3336	2524.600770	31.753099
3340	2523.988176	31.705256
3344	2523.361131	31.603112
3348	2522.749818	31.501255
3352	2522.128419	31.609964
3356	2521.506425	31.623311
3360	2520.875413	31.760889
3364	2520.266405	31.706119
3368	2519.645158	31.826819
3372	2519.023149	31.840458
3376	2518.393816	31.860476
3380	2517.752595	31.896963
3384	2517.136644	32.025475
3388	2516.514574	32.073201
3392	2515.881746	31.764669
3396	2515.256349	31.751168
3400	2514.627321	31.713708
3404	2514.004457	31.855224
3408	2513.377000	31.878722
3412	2512.759996	31.749960
3416	2512.123369	31.686361
3420	2511.499498	31.872804
3424	2510.866472	31.693126
3428	2510.235216	31.721345
3432	2509.610200	31.649064
3436	2508.969057	31.648147
3440	2508.336473	31.605370
3444	2507.724626	31.687726
3448	2507.090364	31.740479
3452	2506.458940	31.749530
3456	2505.833482	31.849478
3460	2505.189210	31.606635
3464	2504.563615	31.589456
3468	2503.927171	31.691254
3472	2503.308443	31.608626
3476	2502.675951	31.690395
3480	2502.041917	31.817081
3484	2501.413225	31.799939
3488	2500.776979	31.940881
3492	2500.146562	31.997308
3496	2499.507082	31.876259
3500	2498.876512	32.021077
3504	2498.243455	31.837062
3508	2497.613420	31.603356
3512	2496.986635	31.633113
3516	2496.349550	31.580953
3520	2495.711961	31.358728
3524	2495.075212	31.431282
3528	2494.443086	31.557213
3532	2493.805971	31.432920
3536	2493.175813	31.503614
3540	2492.547456	31.381712
3544	2491.902132	31.358445
3548	2491.279283	31.500040
3552	2490.642244	31.481401
3556	2490.009782	31.560545
3560	2489.365953	31.565108
3564	2488.737077	31.536811
3568	2488.100709	31.534331
3572	2487.462953	31.626117
3576	2486.828386	31.490065
3580	2486.194612	31.610286
3584	2485.545457	31.541319
